/Users/keerthipachala/Desktop/data/IMG/center_2022_12_20_22_20_35_986.jpg, /Users/keerthipachala/Desktop/data/IMG/left_2022_12_20_22_20_35_986.jpg, /Users/keerthipachala/Desktop/data/IMG/right_2022_12_20_22_20_35_986.jpg, 0, 0, 0, 7.835039E-05
/Users/keerthipachala/Desktop/data/IMG/center_2022_12_20_22_20_36_099.jpg, /Users/keerthipachala/Desktop/data/IMG/left_2022_12_20_22_20_36_099.jpg, /Users/keerthipachala/Desktop/data/IMG/right_2022_12_20_22_20_36_099.jpg, 0, 0, 0, 7.830347E-05
/Users/keerthipachala/Desktop/data/IMG/center_2022_12_20_22_20_36_211.jpg, /Users/keerthipachala/Desktop/data/IMG/left_2022_12_20_22_20_36_211.jpg, /Users/keerthipachala/Desktop/data/IMG/right_2022_12_20_22_20_36_211.jpg, 0, 0, 0, 7.889405E-05
/Users/keerthipachala/Desktop/data/IMG/center_2022_12_20_22_20_36_324.jpg, /Users/keerthipachala/Desktop/data/IMG/left_2022_12_20_22_20_36_324.jpg, /Users/keerthipachala/Desktop/data/IMG/right_2022_12_20_22_20_36_324.jpg, 0, 0, 0, 7.814346E-05
/Users/keerthipachala/Desktop/data/IMG/center_2022_12_20_22_20_36_435.jpg, /Users/keerthipachala/Desktop/data/IMG/left_2022_12_20_22_20_36_435.jpg, /Users/keerthipachala/Desktop/data/IMG/right_2022_12_20_22_20_36_435.jpg, 0, 0, 0, 7.803133E-05
/Users/keerthipachala/Desktop/data/IMG/center_2022_12_20_22_20_36_546.jpg, /Users/keerthipachala/Desktop/data/IMG/left_2022_12_20_22_20_36_546.jpg, /Users/keerthipachala/Desktop/data/IMG/right_2022_12_20_22_20_36_546.jpg, 0, 0, 0, 8.060554E-05
/Users/keerthipachala/Desktop/data/IMG/center_2022_12_20_22_20_36_658.jpg, /Users/keerthipachala/Desktop/data/IMG/left_2022_12_20_22_20_36_658.jpg, /Users/keerthipachala/Desktop/data/IMG/right_2022_12_20_22_20_36_658.jpg, 0, 0, 0, 7.825602E-05
/Users/keerthipachala/Desktop/data/IMG/center_2022_12_20_22_20_36_769.jpg, /Users/keerthipachala/Desktop/data/IMG/left_2022_12_20_22_20_36_769.jpg, /Users/keerthipachala/Desktop/data/IMG/right_2022_12_20_22_20_36_769.jpg, 0, 0, 0, 7.855744E-05
/Users/keerthipachala/Desktop/data/IMG/center_2022_12_20_22_20_36_881.jpg, /Users/keerthipachala/Desktop/data/IMG/left_2022_12_20_22_20_36_881.jpg, /Users/keerthipachala/Desktop/data/IMG/right_2022_12_20_22_20_36_881.jpg, 0, 0, 0, 7.860143E-05
/Users/keerthipachala/Desktop/data/IMG/center_2022_12_20_22_20_36_992.jpg, /Users/keerthipachala/Desktop/data/IMG/left_2022_12_20_22_20_36_992.jpg, /Users/keerthipachala/Desktop/data/IMG/right_2022_12_20_22_20_36_992.jpg, 0, 0, 0, 7.823725E-05
